,Tweets,Polarity,Analysis,Companies Name,Date,Open ,Close,Name,Price
,bcci indiancricnews hardikpandya7 starsportstamil bcci selecters watching jeeva tamil sports story poli,0,Neutral,,,,,,
,dear bcci hardikpandya7 imro45 vvslaxman281,0,Neutral,,,,,,
,nshetty77 iamsasidhar225 criccrazyjohns iamsanjusamson bcci hardikpandya7 you can hardly find such innings samson ipl,-0.145833333,Negative,,,,,,
,bcci hardikpandya7 imro45 dear champ are already well aware the repercussions late opportunities,-0.025,Negative,,,,,,
,saurabhtripaths hardikpandya7 they need overcome this cringic satisfaction anyway well played boys indiancricketteam,0,Neutral,,,,,,
,imtanujsingh imro45 sacked from t20i captaincy after poor show hardikpandya7 confirms the same with such,-0.133333333,Negative,,,,,,
,congratulations guys hardikpandya7 mdsirajofficial surya14kumar rishabhpant17 bhuviofficial arshdeepsinghh,0,Neutral,,,,,,
,want grapes bcci hardikpandya7 vvslaxman281 sanjusamson indvsnz indiancricketteam,0,Neutral,,,,,,
,amaltfasal2 sanjusamson rishabpant indiancricketteam vvslaxman281 hardikpandya7 everyone have sense everyone watching stats,0,Neutral,,,,,,
,nzvind all know what hardikpandya7 can with the bat hoodaonfire should given batting over him,0,Neutral,,,,,,
,awesomesanket statements from hardikpandya7 would much different santner would have saved that single indvnz bcci pant,-0.035714286,Negative,,,,,,
,statements from hardikpandya7 would much different santner would have saved that single indvnz bcci,-0.035714286,Negative,,,,,,
,congratulations teamindia for clinching t20 series from newzealand wonderful captaincy from hardikpandya7 grea,1,Positive,,,,,,
,bcci teamindia management that includes vvslaxman281 amp hardikpandya7 going give him chance play today,0,Neutral,,,,,,
,bcci century partnership 100run stand between imvkohli amp hardikpandya7 teamindia move past the chase foll,-0.25,Negative,,,,,,
,bcci overs gone teamindia imvkohli batting hardikpandya7 unbeaten how many runs will score the,0.5,Positive,,,,,,
,hardikpandya7 done and dusted way teamindia,0,Neutral,,,,,,
,teamindia what rubbish hardikpandya7 team ends selecting the same failed playerswe are losing some good playe,0.066666667,Positive,,,,,,
,hardikpandya7 sismyheart done and dusted way teamindia kicchasudeepa,0,Neutral,,,,,,
,chetans1987 hardikpandya7 well done for what winning another bilateral series sir its tragedy that you,0.5,Positive,,,,,,
,cricinformer kungfupandyas young gun won the t20 series hardikpandya7 nzvind crickettwitter dls hardikpandya cricket,0.1,Positive,,,,,,
,kungfupandyas young gun won the t20 series hardikpandya7 nzvind crickettwitter dls hardikpandya,0.1,Positive,,,,,,
,nileshg9939 hardikpandya7 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain,0,Neutral,,,,,,
,hardikpandya7 said hardikpandya teamindia cricket,0,Neutral,,,,,,
,hardikpandya7 hardik pandya not giving chance sanju samson shows his insecurity sanju also future cap,0,Neutral,,,,,,
,nzvind indvnz hardikpandya there nothing personal hardikpandya7 the players not getting chance,0,Neutral,,,,,,
,indian skipper hardikpandya7 said t20i series win against during post match conference nzvind indvsnz,0.8,Positive,,,,,,
,toisports indvnz hardikpandya hardikpandya7 why attack the best defence napier wicket read,1,Positive,,,,,,
,indvnz hardikpandya hardikpandya7 why attack the best defence napier wicket read,1,Positive,,,,,,
,captain and coach with trophy hardikpandya7 nzvind crickettwitter dls hardikpandya cricket rain news,0,Neutral,,,,,,
,nidhintechie bcci hardikpandya7 you dare include sanju t20 better captain than pandya one day bcci will realise,0.5,Positive,,,,,,
,bcci hardikpandya7 you dare include sanju t20 better captain than pandya one day bcci will rea,0.5,Positive,,,,,,
,ipl best catches forever iplauction hardikpandya7 icc ipl202 kieronpollard55 ipl2023 rashidkhan19,1,Positive,,,,,,
,sushantnmehta hardikpandya7 rahuldravid has already said that malik doesnt fit into his scheme things,0.4,Positive,,,,,,
,crickfootboi11 want grapes bcci hardikpandya7 vvslaxman281 sanjusamson indvsnz indiancricketteam,0,Neutral,,,,,,
,2jibin hardikpandya7 strategy give pant more chances and bench sanju samson sanju have all the caliber captain like,0.5,Positive,,,,,,
,there lot time everyone will get chance hardik pandya hardikpandya7 some players not getting opportun,0,Neutral,,,,,,
,nidhhi4ever who gave you permanent captaincy hardikpandya7 you may fired for making unnecessary statements karma will,-0.4,Negative,,,,,,
,munafpa99881129 super bowling performance mdsirajofficial arshdeepsinghh congratulations hardikpandya7 amp teamindia for bagging,0.333333333,Positive,,,,,,
,team india young captain hardikpandya7 receiving trophy after winning indvsnz series think matured now amp,0.3,Positive,,,,,,
,hardikpandya7 strategy give pant more chances and bench sanju samson sanju have all the caliber,0.5,Positive,,,,,,
,ravishastriofc well done guys great see the energy the field and the bowling surya hardikpandya7 surya14kumar bcci,0.8,Positive,,,,,,
,sunrisers for hardik pandya captain for t20i series odis next hardikpandya7 nzvind teamindia htt,0,Neutral,,,,,,
,shijilnambiar hardikpandya7 why indiancricketteam always taking shit non performer why this time also sanjusamson not select,-0.2,Negative,,,,,,
,sportskeeda shame bcci and hardikpandya7 drop rishabhpant and add sanjusamson,0,Neutral,,,,,,
,hardikpandya7 why indiancricketteam always taking shit non performer why this time also sanjusamson not,-0.2,Negative,,,,,,
,arvi14z why not sanju samson bcci hardikpandya7 vvslaxman281 sanjusamson indiancricketteam sanju bccilive nzvsind nzvind,0,Neutral,,,,,,
,cricinformer indian skipper hardikpandya7 said doors are always open come amp chat with hardikpandya hardik pandya ind,0,Neutral,,,,,,
,stumpnbails here how hardikpandya7 responded not including iamsanjusamson playing for indvnz sanjusamson hardikp,0,Neutral,,,,,,
,indian skipper hardikpandya7 said doors are always open come amp chat with hardikpandya hardik,0,Neutral,,,,,,
,here how hardikpandya7 responded not including iamsanjusamson playing for indvnz sanjusamson,0,Neutral,,,,,,
,rakeshbajdoliya aajtak vikrantgupta73 nikhilnaz bcci rishabhpant17 jayshah hardikpandya7 imro45 imvkohli,0,Neutral,,,,,,
,heartiest congratulations captain hardikpandya7 amp teamindia for winning the t20 series against new zea,0.318181818,Positive,,,,,,
,bcci overs gone teamindia imvkohli batting hardikpandya7 unbeaten how many runs will score the,0.5,Positive,,,,,,
,inishantgaur skill helpless front politics bcci hardikpandya7 sanjusamson,0,Neutral,,,,,,
,skill helpless front politics bcci hardikpandya7 sanjusamson,0,Neutral,,,,,,
,you feel good about but till something happens officially you cant say hardikpandya7 permanent captaincy,0.7,Positive,,,,,,
,criccrazyjohns bcci hardikpandya7 yea rite strategic reasons behind indiancricketteam indvsnz,-0.5,Negative,,,,,,
,abdulhakeemk6 hardikpandya7 bcci kindly pay attention sanju samson you will not get chance how you will shine sanjusamson,0.6,Positive,,,,,,
,k37naveen sanjusamson justiceforsanjusamson iamsanjusamson sanju samson bcci hardikpandya7 vvslaxman281 politics,0,Neutral,,,,,,
,minhaproudmallu starategicreason sanjusamson hardikpandya7 pandi can you please tell what that trategic plan,0,Neutral,,,,,,
,after leading india victory the t20i leg the newzealand tour standin skipper hardikpandya7 belie,0,Neutral,,,,,,
,indian skipper hardikpandya7 said this team where everyone will get chance play and get longer rope,0,Neutral,,,,,,
,hardikpandya7 done and dusted way teamindia,0,Neutral,,,,,,
,heartiest congratulations captian hardikpandya7 amp teamindia for winning the t20 series against new zea,0.318181818,Positive,,,,,,
,toisports iccrankings t20irankings suryakumaryadav continues stay top hardikpandya7 reached joint50th position read,0.5,Positive,,,,,,
,vivjonty ravishastriofc hardikpandya7 surya14kumar bcci everyone are running out words describe suryakumar yadavs exploits,0,Neutral,,,,,,
,iccrankings t20irankings suryakumaryadav continues stay top hardikpandya7 reached joint50th positio,0.5,Positive,,,,,,
,ravishastriofc hardikpandya7 surya14kumar bcci everyone are running out words describe suryakumar yadav,0,Neutral,,,,,,
,mensabrands heronahivillain deonahivillain classic fragrance for the unstoppable king hardikpandya7 anarayanan24,0.208333333,Positive,,,,,,
,heronahivillain deonahivillain classic fragrance for the unstoppable king hardikpandya7 anarayanan24,0.208333333,Positive,,,,,,
,starsportsindia everyone should enjoy playing and will back them hardikpandya7 share your thoughts hardikpandyas captai,0.2,Positive,,,,,,
,everyone should enjoy playing and will back them hardikpandya7 share your thoughts hardikpandyas cap,0.2,Positive,,,,,,
,doors are open for conversation hardikpandya7 says for any player feels hurt for not getting chance,0,Neutral,,,,,,
,teamindia hardikpandya bcci hardikpandya7 tera ghar team nahi india team dont think yourself lege,0,Neutral,,,,,,
,hardikpandya7 when asked about the exclusion iamsanjusamson and umranmalik01 from the team cricket,0,Neutral,,,,,,
,sushantnmehta hardikpandya7 the bowlers india deserves umranmalik mohammedsiraj 1st spell arshdeepsingh,0,Neutral,,,,,,
,johnsgeorgecet clear conspiracy against sanjusamson shame you bcci vvslaxman281 hardikpandya7 indvsnz more watching ind,-0.075,Negative,,,,,,
,yogeshk84241181 dear bcci please give more opportunities rishabhpant17 bowling also hardikpandya7 bcci rishabhpant17,0.5,Positive,,,,,,
,wercricket hardikpandya7 its not strategic reason caste reason and insecurity his captaincy and bcci adopted son rishabhpant,0,Neutral,,,,,,
,ravishastriofc well done guys great see the energy the field and the bowling surya hardikpandya7 surya14kumar bcci,0.8,Positive,,,,,,
,dear hardikpandya7 bhai amp bcci please give opportunities rahultewatia02 that our team will get strengthened,0,Neutral,,,,,,
,its not cricket game its political game why pant where sanju bcci imvkohli imro45 hardikpandya7,-0.266666667,Negative,,,,,,
,pencil sketch hardikpandya7 gujarattitans bcci hardikpandya indvsnz cricket crickettwitter,0,Neutral,,,,,,
,teljonny bcci casteistbcci imro45 hardikpandya7 vikrantgupta73 not saying rahultripathi and rajatpatidar are bad players but,-0.7,Negative,,,,,,
,bcci casteistbcci imro45 hardikpandya7 vikrantgupta73 not saying rahultripathi and rajatpatidar are bad pla,-0.7,Negative,,,,,,
,hardikpandya7 done and dusted way teamindia,0,Neutral,,,,,,
,starsportsindia everyone should enjoy playing and will back them hardikpandya7 share your thoughts hardikpandyas captai,0.2,Positive,,,,,,
,indvnz hardikpandya davidmiller hardikpandya7 natural leader allows you play the way you feel like,0.1,Positive,,,,,,
,toisports indvnz hardikpandya davidmiller hardikpandya7 natural leader allows you play the way you feel like davidmill,0.1,Positive,,,,,,
,people follow him hardik pandyas ipl teammate showers praise his leadership attributes hardikpandya7,0,Neutral,,,,,,
,hardikpandya7 imro45 why umran malik not playing what you guys want achieve from bhuviofficial when,0,Neutral,,,,,,
,daniproudindian henry18vk have look how biased bcci hardikpandya7 imro45 ravishastriofc indian selection amp team magt till,0,Neutral,,,,,,
,dont know wanted say dhoni style ashwin hardikpandya7 response iamsanjusamson msdhoni,0,Neutral,,,,,,
,who will the best captain for indian cricket team hardikpandya7 sdhawan25 thrillfun indiancricketteam,1,Positive,,,,,,
,split captaincy right below would good odis sdhawan25 tests imro45 t20is hardikpandya7 bcci indiancricketteam,0.492857143,Positive,,,,,,
,crickfootboi11 want grapes bcci hardikpandya7 vvslaxman281 sanjusamson indvsnz indiancricketteam,0,Neutral,,,,,,
,bcci wicket for hardikpandya7 zimbabwe lose their 9th wicket sikandar raza departs follow the match,0,Neutral,,,,,,
,hardikpandya7 done and dusted way teamindia,0,Neutral,,,,,,
,check our website now also available reliancetrends hardikpandya7,0.4,Positive,,,,,,
,hardikpandya made your potrait rangoli sir hardikpandya7 worldcupqatar2022,0,Neutral,,,,,,
,bcci hardikpandya7 imro45 sdhawan25 vvslaxman281 rahuldravid currently player politics rishabhpant17,0,Neutral,,,,,,
,nzvind hardikpandya7s noble gesture towards the indian teams bus driver new zealand michael jones wins,0.345454545,Positive,,,,,,
,hardikpandya7 done and dusted way teamindia,0,Neutral,,,,,,
,imtanujsingh hardik pandya thin needs eat more food take care hardikpandya7 hardikpandya,0.05,Positive,,,,,,
,sportsamaze indian players win their first games captain mens t20i rohit sharma hardik pandya rohit t20i capta,0.525,Positive,,,,,,
,indian players win their first games captain mens t20i rohit sharma hardik pandya rohit t20i,0.525,Positive,,,,,,
,imrohitsn suryakumar yadav has more runs t20is than rishabh pant and hardik pandya have their t20i careers 7th the,0.5,Positive,,,,,,
,cricketracker vvs laxman hardik pandyas captaincy nzvind,0,Neutral,,,,,,
,cricketracker captain hardik pandya all set for the t20i series against new zealand hardikpandya nzvind indiancricketteam,0.136363636,Positive,,,,,,
,romeyo369 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material india,0,Neutral,,,,,,
,bcci hardik pandya should regular caption for one day and twenty20,0,Neutral,,,,,,
,cricketracker ravi shastri backing hardik pandya indias next permanent t20i captain ravishastri hardikpandya indiancri,0,Neutral,,,,,,
,cricketracker hardik pandya could the new t20i skipper after the appointment new selectors hardikpandya bcci indiancrickett,0.136363636,Positive,,,,,,
,cricketracker salman butt backs rohit sharma amid calls hardik pandyas captaincy appointment hardikpandya rohitsharma indian,0,Neutral,,,,,,
,hardik pandya words before 3rd t20i check for exclusive score and sports news updat,0,Neutral,,,,,,
,dbruk097 excitement events single row general elections nepal indian cricket team getting new era hardik pandya,0.153733766,Positive,,,,,,
,sonu69249048 sanjusamson brahmins support only brahmins hardik pandya and pant brahmins sanju samsonchristian sanju born,0,Neutral,,,,,,
,lavdeep19860429 who should indias next t20i captain rishabh pant like hardik pandya retweet rahul reply klrahu,0,Neutral,,,,,,
,hardik pandya amp reach napier for the third t20 against newzealand india eye series whitewash nzvsind,0,Neutral,,,,,,
,jhaabhishek01 who the best captain like hardik pandya retweet rohit sharma boycottipl bcci indvseng t20worldc,1,Positive,,,,,,
,per sportstoday hardik pandya confirmed that bcci has communicated him that going forward will the,0.4,Positive,,,,,,
,primevideoin when the captain speaks all listen watch hardik pandya lead teamindia the 3rd nzvind t20i nov liv,0,Neutral,,,,,,
,hardik pandya get best place for betting odds visit now t20 t20worldcup,1,Positive,,,,,,
,cricketracker t20i ranking updates shakib hasan remains the top hardik pandya moves no3 position the latest,0.5,Positive,,,,,,
,cricketracker captain hardik pandya delighted with the warm welcome mount maunganui crictracker hardikpandya mountmaunganu,0.766666667,Positive,,,,,,
,cricketracker here how hardik pandya suryakumar yadav and kane williamson reacted indias comprehensive victory against new zea,0.136363636,Positive,,,,,,
,cricketracker should hardik pandya the captain india t20 world cup crictracker hardikpandya nzvind,0,Neutral,,,,,,
,lavdeep19860429 who should indias next t20i captain rishabh pant like hardik pandya retweet klrahul rishabhpant,0,Neutral,,,,,,
,singhviihan hardik pandyas refusal give sanju samson opportunity demonstrates his fear considering sanju also potential,0,Neutral,,,,,,
,hardik pandya great captaincy ind 2nd t20 deepak hooda wickets haul hardikpandya deepakhooda,0.4,Positive,,,,,,
,wickman14713852 idk why but you guys dont seem how selfish player hardik pandya while playing for india always fails rot,-0.5625,Negative,,,,,,
,idk why but you guys dont seem how selfish player hardik pandya while playing for india always fails,-0.5625,Negative,,,,,,
,hardik pandyas refusal give sanju samson opportunity demonstrates his fear considering sanju also pote,0,Neutral,,,,,,
,hardik pandya amp reach napier for the third t20 against new zealand india eye series whitewash indvsnz,0.068181818,Positive,,,,,,
,check out new work behance profile hardik pandya hardikpandya,0.136363636,Positive,,,,,,
,mycricsquad captain hardik pandya and coach vvs laxman with t20 winner trophy indvsnz vvslaxman281 nzvind teamindia,0,Neutral,,,,,,
,vibewithsahil indvsnz 3rd t20 match tied due rain meanwhile hardik pandya,-0.0625,Negative,,,,,,
,hardik pandya all will get enough chance play was responding journalist why samson and umran were,0,Neutral,,,,,,
,hardik pandya said first things first who saying what outside doesnt really affect this level this,0.175,Positive,,,,,,
,indian captain saying cant play him for strategic reasons hardik pandya you can the captain team,0,Neutral,,,,,,
,100masterblastr winning bunch happy bunch image courtesy hardik pandya nzvind,0.65,Positive,,,,,,
,scoresnowin hardik pandya travels with personal chef during the world cup the chef was living apartment close the team,0,Neutral,,,,,,
,hardik pandya said everyone will get their chances and when they will long run captain underst,-0.05,Negative,,,,,,
,hardik pandya travels with personal chef during the world cup the chef was living apartment close the,0,Neutral,,,,,,
,espncricinfo well deserved break for hardik pandya nzvind,0,Neutral,,,,,,
,cricupdatesfast hardik pandya made his comeback the indian team july and now probable captain indian captaincy way,0,Neutral,,,,,,
,cricuniverse captain hardik pandya and coach vvs laxman with t20i series trophy hardikpandya vvslaxman teamindia hardik,0,Neutral,,,,,,
,bcci 3rd t20i tim southee hardik pandya runs india nzvind,0,Neutral,,,,,,
,captain hardik pandya and coach vvs laxman with t20i series trophy hardikpandya vvslaxman teamindia,0,Neutral,,,,,,
,winning bunch happy bunch image courtesy hardik pandya nzvind,0.65,Positive,,,,,,
,romeyo369 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material india,0,Neutral,,,,,,
,nileshg9939 bcci hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material,0,Neutral,,,,,,
,bcci hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain mate,0,Neutral,,,,,,
,01raghav real reason why sanju samson not playing india new zealand reason hardik pandya,0.185227273,Positive,,,,,,
,real reason why sanju samson not playing india new zealand reason hardik pandya,0.185227273,Positive,,,,,,
,singhviihan hardik pandyas refusal give sanju samson opportunity demonstrates his fear considering sanju also potential,0,Neutral,,,,,,
,robin34808114 criccrazyjohns bcci yes bcci shameless and hardik pandya who the infancy his cap,0,Neutral,,,,,,
,singh140269 indiapaddy nomadtrending sonisr bcci venkatesh iyer hardik pandya hooda all are alrounder,0,Neutral,,,,,,
,hardik pandya scared that sanju samson can next captain given chance hardik not selecting him,0,Neutral,,,,,,
,felt attack best defence this wicket hardik pandya hardikpandya india newzealand indiancricketteam,1,Positive,,,,,,
,cricketracker skipper hardik pandya reveals reason for not including sanju samson playing against new zealand crictracker,0.136363636,Positive,,,,,,
,skipper hardik pandya reveals reason for not including sanju samson playing against new zealand,0.136363636,Positive,,,,,,
,jacobnjg hardik pandya good captain shreyasiyer sanjusamson rishabhpant suryakumaryadav ishankishan indvsnzlive bcci,0.7,Positive,,,,,,
,hardik pandya good captain shreyasiyer sanjusamson rishabhpant suryakumaryadav ishankishan indvsnzlive bcci,0.7,Positive,,,,,,
,onecricketapp hardik pandya press conference after nzind t20is talks about pantkishan opening newblood bowlers arshdeep sir,0,Neutral,,,,,,
,thank you very much team india and hardik pandya team for winning the second match mohammad siraj and suriya,0.253333333,Positive,,,,,,
,another series win for team india under hardik pandyas captaincy now its time for shikhar dhawan create histo,0.8,Positive,,,,,,
,hardik pandya collects the t20i series trophy from his former coach nzvind hardikpandya ravishastri,0,Neutral,,,,,,
,hardik pandya said odi series against new zealand during post match conference nzvind crickettwitter dls,0.136363636,Positive,,,,,,
,dilbarraghav rain stops play between indvsnzt20 match captain hardik pandya fighting well with deepak hooda team india need sexes,0,Neutral,,,,,,
,rain stops play between indvsnzt20 match captain hardik pandya fighting well with deepak hooda team india need,0,Neutral,,,,,,
,need sixes from captain hardik pandya hardikpandya will win match for team india rishabhpant ishan kishan,0.8,Positive,,,,,,
,khushthakkar12 india deep trouble chasing score around someone batting with hardik pandya weve seen this before,-0.1,Negative,,,,,,
,india deep trouble chasing score around someone batting with hardik pandya weve seen this befor,-0.1,Negative,,,,,,
,nazirhu86087301 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material,0,Neutral,,,,,,
,wisdenindia india captains win mens t20i series new zealand virat kohli hardik pandya end the list viratkohli,0.506534091,Positive,,,,,,
,harveybhai hardik pandya taught the whole team how play power play hardikpandya nzvsind,0.2,Positive,,,,,,
,hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material,0,Neutral,,,,,,
,wisdenindia hardik pandya still undefeated captain mens t20is hardikpandya india nzvsind cricket t20is,0,Neutral,,,,,,
,hardik pandya said this team where everybody will get chance and get longer rope there lot time left hardikpandya,0,Neutral,,,,,,
,criccrazyjohns hardik pandya not giving chance sanju samson shows his insecurity sanju also future,0,Neutral,,,,,,
,nileshg9939 hardikpandya7 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain,0,Neutral,,,,,,
,hardik pandya said doors are always open come amp chat with understand their feelings amp always want,0,Neutral,,,,,,
,jabirraj143 india captains win mens t20i series new zealand virat kohli hardik pandya end the list viratkohli,0.506534091,Positive,,,,,,
,india captains win mens t20i series new zealand virat kohli hardik pandya end the list,0.506534091,Positive,,,,,,
,ipshita21ma unfinished business settled what player hardik pandya hardikpandya,0,Neutral,,,,,,
,hardikpandya7 hardik pandya not giving chance sanju samson shows his insecurity sanju also future cap,0,Neutral,,,,,,
,thecricketgully ill heading back home now take some time off and enjoy the odis with son hardik pandya after winning the,0.3,Positive,,,,,,
,imsubhajit17 only two indian captains win t20i series against new zealand virat kohli won hardik pandya won,0.312121212,Positive,,,,,,
,hardik pandya said ill heading back home now take some time off and enjoy the odis with son hardikpandya,0.2,Positive,,,,,,
,3rd t20i felt attack best defence this wicket says hardik pandya hardikpandya 3rdt20i indiavsnewzealand,0.5,Positive,,,,,,
,hardik pandya press conference after nzind t20is talks about pantkishan opening newblood bowlers arshdeep,0,Neutral,,,,,,
,hardik pandya after winning the series deserves rest unlike rohit sharma hardikpandya indvnz indvsnz nzvind nzvsind,0.5,Positive,,,,,,
,india new zealand hardik pandyas young gun won the t20 series india will happy with these five things,0.345454545,Positive,,,,,,
,ill heading back home now take some time off and enjoy the odis with son hardik pandya after winning the,0.3,Positive,,,,,,
,krishsheth2006 hardik pandya becomes the second indian captain after virat kohli win t20 series against new zealand new zealan,0.268181818,Positive,,,,,,
,hardik pandya becomes the second indian captain after virat kohli win t20 series against new zealand new,0.268181818,Positive,,,,,,
,hardik pandya dealing boundaries the moment hardikpandya indvsnz,0,Neutral,,,,,,
,hardik pandya amp clinch t20i series against new zealand hardikpandya teamindia crickettwitter cricket,0.136363636,Positive,,,,,,
,hardik pandya still undefeated captain mens t20is hardikpandya india nzvsind cricket t20is,0,Neutral,,,,,,
,only two indian captains win t20i series against new zealand virat kohli won hardik pandya won,0.312121212,Positive,,,,,,
,hardik pandya game like this could have given opportunity test some the players but having said,-0.4,Negative,,,,,,
,hardik pandya know the kind bowling attacks they have was very important get those runs extra,0.373333333,Positive,,,,,,
,hardik pandya would have liked win the game playing the full overs but what some point,0.3375,Positive,,,,,,
,wercricket hardik pandya would have liked win the game playing the full overs but what some point felt att,0.3375,Positive,,,,,,
,wisdenindia first t20i match abandoned second t20i india won third t20i match tied series win for hardik pandya and,0.2625,Positive,,,,,,
,hardik pandya taught the whole team how play power play hardikpandya nzvsind,0.2,Positive,,,,,,
,hardik pandyas team india will look claim the series the third and final t20i against new zealand mclean,0.045454545,Positive,,,,,,
,guessing time who will the most valuable player suryakumar yadav hardik pandya from india for more,0.5,Positive,,,,,,
,itgdsports hardik pandya players captain and everybody responds him wasim jaffer nzvind nzvsind hardikpandya https,0,Neutral,,,,,,
,hardik pandya players captain and everybody responds him wasim jaffer nzvind nzvsind hardikpandya,0,Neutral,,,,,,
,premiumbet77 hardik pandya get best place for betting odds visit now t20 t20worldcup rohitsharma,1,Positive,,,,,,
,indias interim captain hardik pandya stated that plans give much freedom possible his players,0.1,Positive,,,,,,
,cricketcafe97 hardik pandya the 2nd indian captain win t20 series new zealand credit gettysport post cricketc,0.323484848,Positive,,,,,,
,there lot time everyone will get chance hardik pandya hardikpandya7 some players not getting opportun,0,Neutral,,,,,,
,captain hardik pandya said this team and everyone will get their chances and will long run,-0.05,Negative,,,,,,
,zeenewsenglish why sanjusamson was not given chance t20i series new zealand heres what hardik pandya have say indvsnz,0.136363636,Positive,,,,,,
,sportshimanshu suryakumar yadav has scored more scores alone than dhoni hardik pandya and rishabh pant combined,0.5,Positive,,,,,,
,why sanjusamson was not given chance t20i series new zealand heres what hardik pandya have say,0.136363636,Positive,,,,,,
,100masterblastr hardik pandya talks about the selection calls hardikpandya nzvind sanjusamson umranmalik,0,Neutral,,,,,,
,jabirraj143 india captains win mens t20i series new zealand virat kohli hardik pandya end the list viratkohli,0.506534091,Positive,,,,,,
,bcci 3rd t20i adam milne hardik pandya runs india nzvind,0,Neutral,,,,,,
,cricketracker captain hardik pandya also said that hes not worried outside noise nzvind,0,Neutral,,,,,,
,slogoverindia hardik pandya talks about the selection calls hardikpandya nzvind sanjusamson umranmalik,0,Neutral,,,,,,
,hardik pandya talks about the selection calls hardikpandya nzvind sanjusamson umranmalik,0,Neutral,,,,,,
,bcci 3rd t20i tim southee hardik pandya runs india nzvind,0,Neutral,,,,,,
,just want congratulate team india and the new captain hardik pandya their t20i series win new zea,0.357575758,Positive,,,,,,
,hardik pandya with the winning trophy nzvind,0.5,Positive,,,,,,
,sunrisers for hardik pandya captain for t20i series odis next hardikpandya7 nzvind teamindia htt,0,Neutral,,,,,,
,romeyo369 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material india,0,Neutral,,,,,,
,sportzoclock hardik pandya reveals reason for not including sanju samson playing sanjusamson rishabhpant hardikpandya indvn,0,Neutral,,,,,,
,hardik pandya reveals reason for not including sanju samson playing sanjusamson rishabhpant hardikpandya,0,Neutral,,,,,,
,ravanga13364753 hardik pandya said his interview sanju couldnt able the part his team its part our strategy,0.5,Positive,,,,,,
,hardik pandya said his interview sanju couldnt able the part his team its part our strateg,0.5,Positive,,,,,,
,cricinformer indian skipper hardikpandya7 said doors are always open come amp chat with hardikpandya hardik pandya ind,0,Neutral,,,,,,
,amitttopper hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material india,0,Neutral,,,,,,
,nazirhu86087301 hardik pandya not giving chance sanju samson shows his insecurity sanju also future captain material,0,Neutral,,,,,,
,hardik pandya opens why sanju samson was not picked the playing for the t20i series against new zealand,0.136363636,Positive,,,,,,
,captain hardik pandya also said that hes not worried outside noise nzvind teamindia hardikpandya,0,Neutral,,,,,,
,indian skipper hardik pandya opened about excluding samson and said that unfortunate case and was,-0.5,Negative,,,,,,
,sbettingmarkets hardik pandya opens the exclusion sanju samson the t20i series against new zealand hardikpandya sanjus,0.136363636,Positive,,,,,,
,hardik pandya opens the exclusion sanju samson the t20i series against new zealand hardikpandya,0.136363636,Positive,,,,,,
,mufaddalvohra hardik pandya this team where everybody will get chance and get longer rope there,0,Neutral,,,,,,
,insecurity captaincy hardik pandya thats why sanjusamson not play becuz also captaincy material future,0,Neutral,,,,,,
,rahilgupta hardik pandya says leaving out sanjusamson amp umranmalik was strategic call leaving out fastest bowler cannot strat,0,Neutral,,,,,,
,hardik pandyas aggressive batting helps india win t20i series against new zealand indiablooms first portal,0.395454545,Positive,,,,,,
,hardik pandya says leaving out sanjusamson amp umranmalik was strategic call leaving out fastest bowler cannot,0,Neutral,,,,,,
,hardik pandya reacts criticism leaving sanju samson out this team hardikpandya sanjusamson,0,Neutral,,,,,,
,onecricketapp ravi shastri and sunil gavaskar have commented the state indian t20 cricket suggesting that hardik pandya should,0,Neutral,,,,,,
,onecricketapp hardik pandya press conference after nzind t20is talks about pantkishan opening newblood bowlers arshdeep sir,0,Neutral,,,,,,
,ravi shastri and sunil gavaskar have commented the state indian t20 cricket suggesting that hardik pandya,0,Neutral,,,,,,
,cricketracker hardik pandya opens saying people are saying you feel good about but check out for details here hardi,0.7,Positive,,,,,,
,hardik pandya opens saying people are saying you feel good about but check out for details here,0.7,Positive,,,,,,
,latest icc rankings suryakumar yadav continues dominate t20i standings hardik pandya 50th among batters icc,0.5,Positive,,,,,,
,wisdenindia india players the top different categories the latest icc mens t20is rankings suryakumar yadav hardik pandya,0.333333333,Positive,,,,,,
,ttindia star india batter suryakumar yadav retained his top spot while allrounder hardik pandya reached joint50th position the,0.5,Positive,,,,,,
,star india batter suryakumar yadav retained his top spot while allrounder hardik pandya reached joint50th positio,0.5,Positive,,,,,,
,hardik pandya has hitted sixes his year career t20i surya kumar has hitted sixes only wha,0,Neutral,,,,,,
,cricketracker t20i ranking updates shakib hasan remains the top hardik pandya moves no3 position the latest,0.5,Positive,,,,,,
,newsmobileindia its not personal hardik pandya sanju samson missing from playing hardikpandya sanjusamson,-0.1,Negative,,,,,,
